code_name,n,k,code_rate,h,g,expected_min_distance,syndrome_t,chase_inner_t,chase_p,ebn0_db,sigma,message_count,decoder,skipped,skip_reason,bit_errors,total_bits,ber,frame_errors,frame_error_rate,codeword_errors,codeword_error_rate,failure_count,failure_rate,ambiguous_count,ambiguous_rate,total_time_sec,avg_time_ms
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.5,0.8413951416451951,20000,hard_mld,False,,56310,320000,0.17596875,7234,0.3617,7234,0.3617,0,0.0,7176,0.3588,46.091130599997996,2.3045565299999
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.5,0.8413951416451951,20000,soft_mld,False,,14472,320000,0.045225,1834,0.0917,1834,0.0917,0,0.0,0,0.0,11.404374000001553,0.5702187000000777
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.5,0.8413951416451951,20000,chase,False,,18842,320000,0.05888125,2371,0.11855,2371,0.11855,35,0.00175,0,0.0,156.77291460000197,7.838645730000098
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.0,0.7943282347242815,20000,syndrome,False,,133723,320000,0.417884375,8563,0.42815,8563,0.42815,8182,0.4091,0,0.0,4.011845400000311,0.20059227000001556
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.0,0.7943282347242815,20000,hard_mld,False,,43287,320000,0.135271875,5557,0.27785,5557,0.27785,0,0.0,5748,0.2874,46.01792629999909,2.300896314999955
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.0,0.7943282347242815,20000,soft_mld,False,,8064,320000,0.0252,1025,0.05125,1025,0.05125,0,0.0,0,0.0,11.316700600000331,0.5658350300000166
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.0,0.7943282347242815,20000,chase,False,,10968,320000,0.034275,1368,0.0684,1368,0.0684,22,0.0011,0,0.0,176.6115580000005,8.830577900000025
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.5,0.7498942093324559,20000,syndrome,False,,104165,320000,0.325515625,6657,0.33285,6657,0.33285,6379,0.31895,0,0.0,4.540314199999557,0.22701570999997783
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.5,0.7498942093324559,20000,hard_mld,False,,32048,320000,0.10015,4136,0.2068,4136,0.2068,0,0.0,4457,0.22285,46.229689099996904,2.311484454999845
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.5,0.7498942093324559,20000,soft_mld,False,,4073,320000,0.012728125,514,0.0257,514,0.0257,0,0.0,0,0.0,11.370590799997444,0.5685295399998722
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.5,0.7498942093324559,20000,chase,False,,5540,320000,0.0173125,691,0.03455,691,0.03455,7,0.00035,0,0.0,197.23621379999895,9.861810689999949
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.0,0.7079457843841379,20000,syndrome,False,,77782,320000,0.24306875,4952,0.2476,4952,0.2476,4783,0.23915,0,0.0,4.999098600001162,0.24995493000005806
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.0,0.7079457843841379,20000,hard_mld,False,,22124,320000,0.0691375,2849,0.14245,2849,0.14245,0,0.0,3310,0.1655,46.18180719999873,2.3090903599999364
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.0,0.7079457843841379,20000,soft_mld,False,,1598,320000,0.00499375,200,0.01,200,0.01,0,0.0,0,0.0,11.331350699998438,0.5665675349999219
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.0,0.7079457843841379,20000,chase,False,,2592,320000,0.0081,324,0.0162,324,0.0162,3,0.00015,0,0.0,219.4082877999972,10.97041438999986
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.5,0.6683439175686147,20000,syndrome,False,,53527,320000,0.167271875,3403,0.17015,3403,0.17015,3296,0.1648,0,0.0,5.438204499998392,0.27191022499991957
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.5,0.6683439175686147,20000,hard_mld,False,,14140,320000,0.0441875,1821,0.09105,1821,0.09105,0,0.0,2228,0.1114,46.31212229999801,2.3156061149999005
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.5,0.6683439175686147,20000,soft_mld,False,,615,320000,0.001921875,77,0.00385,77,0.00385,0,0.0,0,0.0,14.460481699999946,0.7230240849999974
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.5,0.6683439175686147,20000,chase,False,,1053,320000,0.003290625,133,0.00665,133,0.00665,3,0.00015,0,0.0,236.04767110000103,11.80238355500005
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,0.0,1.0,20000,syndrome,False,,627940,640000,0.98115625,19634,0.9817,19634,0.9817,19616,0.9808,0,0.0,1.0603564999983064,0.053017824999915315
